match_id,tn_product_id,tn_product_name,tn_price_tnd,tn_price_eur,tn_source,tn_url,fr_product_id,fr_product_name,fr_price_eur,fr_source,fr_url,price_diff_eur,price_diff_pct,cheaper_country,savings_eur,savings_tnd,match_score,confidence,match_method,exchange_rate
match_prod_00805_prod_00051,prod_00805,Carte Graphique Gamer MSI GeForce RTX 5050 8G GAMING OC,999.0,303.7,mytek,https://www.mytek.tn/carte-graphique-gamer-msi-geforce-rtx-5050-8g-gaming-oc.html,prod_00051,MSI GeForce RTX 5050 8G GAMING OC,34995.0,ldlc,https://www.ldlc.com/fiche/PB00692475.html,-34691.3,-99.13,Tunisia,34691.3,114134.39,0.75,medium,fuzzy_string,0.304
match_prod_00828_prod_00049,prod_00828,Carte Graphique Gamer MSI GeForce RTX 3050 VENTUS 2X XS WHITE 8G OC,799.0,242.9,mytek,https://www.mytek.tn/carte-graphique-gamer-msi-geforce-rtx-3050-ventus-2x-xs-white-8g-oc.html,prod_00049,MSI GeForce RTX 5060 8G VENTUS 2X OC White,37995.0,ldlc,https://www.ldlc.com/fiche/PB00683081.html,-37752.1,-99.36,Tunisia,37752.1,124204.42,0.73,medium,fuzzy_string,0.304
